Number,Short description,Priority,Assignment group,Description,Business Application,Category,Subcategory,Resolution notes,Summarized_Issue,Summarized_Recommendations
INC0043367,[ALR][PTL2-IBT4]FileSystems//Use%: 88  on  syapsoladm01.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-18 18:22:08 EST,
            
            Value : ,
            ciHint : syapsoladm01.lion.aws|syapsoladm01.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",Automic,Server,Virtual Desktop (AWS),SOLR Admin 1 is at 65% and below threshold. Hence closing this ticket.,"ISSUE:
The ticket INC0043367 was raised due to an alert triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered because of high filesystem usage (88%) on the server syapsoladm01lionaws, which is part of the PRD environment. The alert was of high priority. The issue was specifically related to the SOLR Admin 1 application, which was above the threshold limit. However, upon investigation, it was found that the SOLR Admin 1 usage was at 65%, which is below the threshold. As a result, the decision was made to close the ticket. The business application affected was Automic.

","RECOMMENDATIONS:
The resolution for this issue was achieved by zipping the log files, which brought the file system utilization under the threshold. The SOLR Admin 1 was at 65, which is below the threshold, leading to the closure of the ticket. The eventOps Escalation Matrix showed a successful response status for recipient OnCall3 IO Cloud Support at Subcategory: Virtual Desktop AWS. 

Steps breakdown:
1. An alert was triggered due to high file system usage on the server 'syapsoladm01lionaws'.
2. The SOLR Admin 1 was checked and found to be below the threshold (65).
3. The log files were zipped for further analysis if needed.
4. The ticket was closed as the issue was resolved.

Please note that these recommendations are generated based on the information provided in the ticket."
INC0043354,[ALR][PTL2-IBT4]FileSystems//Use%: 85  on  syaphybadm02.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-18 11:27:13 EST,
            
            Value : ,
            ciHint : syaphybadm02.lion.aws|syaphybadm02.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",SAP Hybris eCommerce,SAP,eComm,Admin 2 is at 63% and below threshold. Hence closing this ticket.,"ISSUE:
The ticket with the number INC0043354 pertains to an alert triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 18th September 2023 at 11:27:13 EST. The issue was related to the ALRPTL2IBT4FileSystemsUse reaching 85% on the server syaphybadm02lionaws, which is part of the SAP Hybris eCommerce application. The alert was initially marked as a high priority issue. However, it was later identified as a false alert, as the usage of Admin 2 was found to be at 63%, which is below the threshold. As a result, the ticket was closed.

","RECOMMENDATIONS:
1. Regularly monitor the ALRPTL2IBT4FileSystemsUse on syaphybadm02lionaws to prevent it from reaching critical levels.
2. Regularly check the Admin 2 value to ensure it remains below the threshold.
3. Maintain a log of such incidents for future reference and to identify any recurring issues.
4. Ensure the eventOps Escalation Matrix is updated with the response status for all recipients.
5. If similar issues arise in the future, consider reviewing the threshold levels to prevent unnecessary alerts.
6. Regularly zip the log files to manage storage efficiently.

Please note that these recommendations are based on the information provided in the ticket and are generated by me."
INC0043351,[BRQ][INT1-IDT1]Venue 10152323 status in Hybris Backoffice is CLOSED,4 - Low,AM - Hybris eComm,"Hi team,

Venue 10152323 has *CLOSED* status in Hybris Backoffice. Can you please investigate this issue? We need this venue to change its status from *CLOSED* to *ACTIVE*.

Regards,
Chinmaya
Lion Marketplace Support",SAP Hybris eCommerce,SAP,eComm,"Issue - Venue 10152323 status in Hybris Backoffice is CLOSED
Steps taken to resolve the issue :
1. We checked in backoffice and can see that the venue # 10152323 is in closed status
2. Checked with MDG team and found that there is a relationship ""is replaced by"" maintained which caused the issue. 
3. After correcting the relationship and now we can see the Venue status is in Active status.
4. Informed user that Venue status is ACTIVE now.

Resolution - Issue was resolved by following the above steps","ISSUE:
The ticket INC0043351 was raised due to the status of Venue 10152323 in Hybris Backoffice being CLOSED. The user, Chinmaya from Lion Marketplace Support, requested an investigation into this issue and a change of the venue's status from CLOSED to ACTIVE.

","RECOMMENDATIONS:
The resolution process involved the following steps:

1. The team first checked the backoffice and confirmed that the status of Venue 10152323 was indeed CLOSED.
2. They then consulted with the MDG team and discovered that a relationship had been replaced by 'maintained', which was causing the issue.
3. After correcting this relationship, the status of the Venue was updated to ACTIVE.
4. The user was then informed that the Venue's status was now ACTIVE.

The user, Chin Gailad, confirmed that the venue is now active and requested the closure of the ticket. The issue was resolved by following these steps. If similar issues arise in the future, it is recommended to follow the same process. Please note that these recommendations are based on the information provided in the ticket and my own knowledge."
INC0043310,[BRQ][ACC1-IAC1]Cheers staff logins,4 - Low,AM - Hybris eComm,As per email to Rohit we have a number of non LionCo staff that dont have the same set up so is not sending through to Cheers Marketplace portal and there fore cant login. Aaron Browning has said that is because the emails in the AD profile are not the same and doesnt then flow through please get this fixed ASAP,SAP Hybris eCommerce,SAP,Order to Cash (O2C),"Resolution Details: 
So there are two type of issues happened in this ticket-

1) Cheers user logon not working-  
Root cause-
We have checked with downstream systems and found that the email id is different in Success factors and S4, hence user is getting Cheers login issues. We checked the Success Factors to S4 replication logs for the ""sarah.maingay@fourcornersspirits.com"" [user who is having the issue] and found that its not replicating because of  ""cost Center"" error . 
Business MDG @Finance.MDG@lionco.com checked the issue on the ""Cost center"" error, once it is done we replicated the correct email address from SF to S4 and then redirect to hybris, this will fix the issue completely.

2) Beer points issue due to user data setup in S4-

this is a H2R issue which team fixed the user data setup in s4 and replicated the accounts once again which fixed the issue in hybris. User is now able to see the beer points for the expected staff user.

The issue is resolved now for the affected users.
We are closing the ticket as per user confirmation. Let us know if you have any questions.","ISSUE:
The ticket INC0043310 pertains to two main issues. The first issue is related to Cheers staff logins not working. The root cause was identified as a discrepancy between the ID in Success Factors and S4, which was causing login issues. The second issue was related to Beer points due to user data setup in S4. This was identified as a H2R issue which was fixed by the team.

","RECOMMENDATIONS:
1. For the Cheers staff login issue, it was recommended to check the Success Factors to S4 replication logs for the user facing the issue. The issue was not replicating due to a cost center error. The Business MDG was tasked to check the issue on the cost center error. Once resolved, the correct address could be replicated from SF to S4 and then redirected to Hybris, which would completely fix the issue.
2. For the Beer points issue, the team fixed the user data setup in S4 and replicated the accounts once again which fixed the issue in Hybris. The user was then able to see the Beer points for the expected staff user.
3. The ticket was closed as per user confirmation. However, it was recommended to keep monitoring for any further questions or concerns related to this ticket. 

Please note that these recommendations are based on the information provided in the ticket and my understanding of the issue."
INC0043308,[BRQ][INT3-IDT1]Material Error report - Error 117 - Please investigate,4 - Low,AM - Hybris eComm,"Good afternoon team,

Can you please investigate material error reported by Hybris? Refer to the attachment for the material errors.

10146997                   stephen.bolt@klose.com.au                              117:000000000001257449; 
10158123                   leanne@harrisontrading.com.au                      117:000000000001201120; 

Regards,
Chin
Lion Marketplace Support",SAP Hybris eCommerce,SAP,eComm,The materials 1201120 and 1257449 has an exclusion record in S4. So these materials cannot be ordered for the mentioned customers. We checked for the customers # 10146997 and # 10158123 in Marketplace and the materials are now not visible in Portal. ,"ISSUE:
The ticket INC0043308 was raised due to a material error reported by Hybris. The materials 1201120 and 1257449 had an exclusion record in S4, which meant these materials could not be ordered for the customers 10146997 and 10158123. This issue was identified in the SAP Hybris eCommerce application and was assigned a low priority.

","RECOMMENDATIONS:
1. Investigate the material error reported by Hybris.
2. Check the exclusion record in S4 for the materials 1201120 and 1257449.
3. Confirm that these materials cannot be ordered for the customers 10146997 and 10158123.
4. Verify the visibility of these materials for the mentioned customers in the Marketplace portal.
5. If the issue is resolved, seek confirmation from the customer to close the ticket.
6. Encourage the customer to respond to the survey upon ticket closure to help improve the service.

Please note that these recommendations are based on the information provided in the ticket."
INC0043305,[SR][BRQ-AC][PR1-CAC3]Not allowing me to access SAP concur for expenses,4 - Low,AM - Concur,I am trying to access SAP Concur to submit my expenses and it is not allowing me access to the website - I have attached the issue number.,Concur,SAP,Concur,"Resolution: provided the link to user, user is able to access through the link. hence no action pending, we are closing this ticket.
RFC#: N/A

Please respond to the survey generated upon closing this ticket. It will help us improve the service we provide to the business.""
","ISSUE:
The user was unable to access the SAP Concur website to submit their expenses. The issue was reported under ticket number INC0043305, with a low priority level. The problem was related to the Concur business application, specifically under the SAP category. The user attempted to access the website but was denied access.

","RECOMMENDATIONS:
1. The resolution provided was a direct link to the SAP Concur website. 
2. The user confirmed that they were able to access the site through the provided link. 
3. However, the user reported that the link through SharePoint was not working. 
4. The support team member, Gnana Deept Atmakuri, informed the user that the link in the Four Pillars SharePoint would be updated. 
5. In the meantime, the user was advised to use the provided link to log in. 
6. After confirming that the user could access the site, the ticket was closed. 

Please note that these recommendations are based on the information provided in the ticket and do not involve any additional insights or suggestions."
INC0043304,[BRQ][INT1-IDT1] Customer can't purchase alc products,3 - Moderate,AM - Hybris eComm,"Hi Team, 
Please action this urgent request as customer can't purchase alc products due to replication issue between MDG/S4 & Hybris. account number is 10166415. 
Thank you.
Tomina",SAP Hybris eCommerce,Application Other,Other,"The data load is failing from MDG to hybris for this account as the account has a EDI partner function.

To make this user access Marketplace the EDI partner function should not be there.","ISSUE:
The issue pertains to a customer who is unable to purchase alcohol products due to a replication issue between MDGS4 and Hybris. The account number in question is 10166415. The data load from MDG to Hybris for this account is failing because the account has an EDI partner function. To enable this user to access the Marketplace, the EDI partner function should not be present.

","RECOMMENDATIONS:
Based on the information provided, the following steps are recommended:

1. Contact the MDG team to update the account settings. The EDI partner function should be removed to resolve the data load failure from MDG to Hybris.

2. After the MDG team has made the necessary updates, validate the solution by attempting to purchase alcohol products using the affected account.

3. If the issue persists, further investigation may be required to identify any other potential causes for the replication issue.

Please note that these recommendations are based on the information provided in the ticket and may require adjustment based on additional details or context."
INC0043299,[SR][BRQ-DT] Can I please have a listing of all freight charged to date to customer 10161502,4 - Low,AM - SAP O2C,Can I please have a listing of all freight charged to date to customer 10161502,SAP S4 Order to Cash (O2C),SAP,Other,"Issue: Can I please have a listing of all freight charged to date to customer 10161502
Resolution: Extracted the report in VBRP table by inserting Billing document and provided the same to business.
Application: SAP S4
Change Request: NA

We would like to appreciate if you can response back to the Survey generated upon ticket closure to help us in improving the service to the business.","ISSUE:
The ticket INC0043299 was raised by a user who requested a listing of all freight charges to date for customer 10161502 in the SAP S4 Order to Cash (O2C) system. The ticket was assigned to the AM - SAP O2C group and was categorized as a low priority issue.

","RECOMMENDATIONS:
1. The resolution for this issue involved extracting a report from the VBRP table in the SAP S4 system by inserting the Billing document. 
2. This report was then provided to the business, specifically to Vicky via a Teams chat. 
3. The user was encouraged to respond back to the survey generated upon ticket closure to help improve the service to the business. 

Please note that these recommendations are based on the information provided in the ticket."
INC0043293,[BRQ] [SP05-IBT3] AOP Explanation Changes,4 - Low,AM - SAP P2M,"Hi,
As discussed, please copy the job:
ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1

Create another job:
ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1 (90WK)
- Using operator profile ZBA_AU_OPT_90W (100310)
- Using 90week explanation horizon, without adjusted values.",SAP Integrated Business Planning (IBP),SAP,Integrated Business Planning (IBP),"Resolution details: created a new job with 90wk explanation horizon - ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1 (90WK)
RFC# N/A","ISSUE:
The user requested the creation of a new job in the SAP Integrated Business Planning (IBP) system. The new job, named ""ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1 90WK"", was to be created by copying an existing job and modifying it to use a 90-week explanation horizon without adjusted values. The operator profile to be used was ""ZBA_AU_OPT_90W 100310"".

","RECOMMENDATIONS:
1. Acknowledge receipt of the ticket.
2. Create a new job by copying the existing job ""ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1"".
3. Modify the new job to use a 90-week explanation horizon without adjusted values.
4. Set the operator profile to ""ZBA_AU_OPT_90W 100310"".
5. Confirm the successful creation of the new job ""ZBA AU E2E SP Weekly Discrete Optimizer Run in Version 1 90WK"".
6. Close the ticket.

Please note that these recommendations are based on the resolution details provided in the ticket."
INC0043283,"[BRQ-AC][SEC1--S401]Can't Log in to SAP "" User account not in Validity date""",4 - Low,AM - SAP Security,"I have tried clicking on SAP icon on Lion home page and log into SAP. It says ""User account not in validity date"". I have tried this with VPN connected and disconnected and both don't work. Please help.",SAP Hana (Cloud),SAP,Other,"Resolution: We have assigned SAP access to your profile, thus we are proceeding with closure of the ticket.

","ISSUE:
The user was unable to log into SAP Hana Cloud, receiving an error message stating ""User account not in validity date"". The user attempted to access SAP both with and without a VPN connection, but both attempts were unsuccessful. The issue was categorized as low priority and was assigned to the SAP Security group for resolution.

","RECOMMENDATIONS:
1. The issue was resolved by the SAP Security team who assigned SAP access to the user's profile. 
2. The user was informed of the resolution and the ticket was closed. 
3. It was recommended that the user reach out if they encounter any further concerns. 

Please note that these recommendations are based on the resolution notes and work notes provided in the ticket."
INC0043281,[BRQ]Missing Ilink files for LAU 18.09.23,4 - Low,AM - SAP R2R,Files for Direct debit run today are still not available in ilink.,RTR - LNZ,SAP,Record to Report (R2R),"The files are available in SAP, requested to check issue from Webmethods side 
Now the data is available in Ilink as confirmed by user
 /intdir/EMP/R2RI002_AU/archive
","ISSUE:
The ticket INC0043281 was raised due to missing Ilink files for LAU 180923 in the RTR LNZ Business Application. The files, which were needed for a Direct debit run, were not available in Ilink. The issue was categorized under SAP and specifically under the subcategory of Record to Report R2R. 

","RECOMMENDATIONS:
1. Check the availability of the files in SAP: The resolution notes indicate that the files were available in SAP. Therefore, it is recommended to first verify the presence of the necessary files in SAP.
2. Investigate the issue from the Webmethods side: As the files were available in SAP, the problem might lie with Webmethods. Hence, it is suggested to investigate the issue from this perspective.
3. Confirm the availability of data in Ilink: After the issue was corrected with the help of upgrade migration, the data became available in Ilink. This was confirmed by the user intdirEMPR2RI002_AUarchive. Therefore, it is recommended to confirm the availability of the data in Ilink after any corrective actions.
4. Document the resolution: The work notes indicate that the issue was resolved with the help of upgrade migration. It is important to document this resolution for future reference.

Please note that these recommendations are based on the information provided in the ticket and my understanding of the issue."
INC0043278,[BRQ]Missing Direct Debit file in iLink 18.09.2023,4 - Low,AM - SAP R2R,Missing Direct Debit file in iLink 18.09.2023,RTR - LA,SAP,Record to Report (R2R),"The files are available in SAP, requested to check issue from Webmethods side 
Now the data is available in Ilink as confirmed by user
 /intdir/EMP/R2RI002_AU/archive
","ISSUE:
The ticket INC0043278 pertains to a missing Direct Debit file in iLink 18092023. The issue was classified as low priority and was assigned to the AM - SAP R2R group. The problem was related to the RTR - LA business application in the SAP system. The user reported that the Direct Debit file was not available in iLink.

","RECOMMENDATIONS:
Based on the resolution notes and work notes provided in the ticket, the following steps were taken to resolve the issue:

1. Checked the availability of the files in the SAP system.
2. Requested the user to check the issue from the Webmethods side.
3. Confirmed that the data is now available in iLink as per the user's confirmation.
4. Checked the billing number in the source ADSO LIONAD_O2C32 - data was found to be present but with a blank Billing Date.
5. Checked the billing number in the CM layer ADSO LIONCM_O2C32 - date was present and the FKDAT field was populated.
6. Deleted and reloaded the billing number (full load with filter) to LIONAD_O2C32 and activated the request.
7. Validated if data is showing in the Direct/Indirect Customers PL Reporting for Period.
8. Confirmed with the user if data is now showing on their end.

Please note that these recommendations are based on the resolution steps provided in the ticket and may not be entirely applicable to this specific issue."
INC0043276,Default Ship Updates via Marketplace don't update data in S4,4 - Low,AM - SAP MDG,"Hi team,

We've noticed that when a customer updates their default ship-to address via Marketplace, this does not update the customers default ship-to in S4.

Please refer to screenshots provided - as a test/example I had updated GG Wellington Hutt Rd's (10000976) default ship to from their own address/account to 20108811 Glengarry Wines via Impersonating their Marketplace account on Friday 15/09 but when I checked again on Sunday 17/09 the default ship-to address in S4 was still showing GG Wellington Hutt Rd 10000976.

Can you please investigate why changing the default address for an account via Marketplace doesn't change the default ship-to in S4?

Cheers,

Seth",SAP Master Data Governance (MDG),SAP,Master Data Governance (MDG),Closed by Caller,"ISSUE:
The ticket INC0043276, with a low priority, was raised concerning an issue with the SAP Master Data Governance (MDG) system. The problem was identified when a customer updated their default ""ship-to"" address via the Marketplace, but this change was not reflected in the S4 system. The specific example given was for GG Wellington Hutt Rd (account number 10000976), which had its default ""ship-to"" address updated to Glengarry Wines (account number 20108811) via the Marketplace. However, when checked later, the S4 system still showed the default ""ship-to"" address as GG Wellington Hutt Rd. The ticket was assigned to the AM - SAP MDG group for investigation.

","RECOMMENDATIONS:
1. Investigate the integration between the Marketplace and the S4 system to identify any issues that might be preventing the update of the default ""ship-to"" address.
2. Check the synchronization process between the two systems to ensure that changes made in the Marketplace are correctly reflected in the S4 system.
3. Review the specific example provided (GG Wellington Hutt Rd and Glengarry Wines) for any anomalies that might have caused the issue.
4. If necessary, consider implementing a manual update process for the default ""ship-to"" address in the S4 system as a temporary workaround until the issue is resolved.
5. Once the issue is identified and fixed, conduct tests to ensure that updates made in the Marketplace are correctly reflected in the S4 system.

Please note that these recommendations are based on the information provided in the ticket and my own knowledge, and further investigation may be required."
INC0043275,"[BRQ]Return orders - RT87723947 & RT87745258, failed.",4 - Low,AM - SAP O2C,"Hi team,

Please advise on this issue.

Thanks,",SAP S4 Order to Cash (O2C),SAP,Order to Cash (O2C),"Issue: Return orders - RT87723947 & RT87745258, failed.
Resolution: Return order was in open state due to missing route code, advised the user to add and update the customer master data as well
Application: S4
Change Request: NA

We would like to appreciate if you can response back to the survey generated upon ticket closure to help us in improving the service to the business","ISSUE:
The ticket INC0043275 pertains to the failure of return orders RT87723947 and RT87745258. The issue was identified as the orders being in an open state due to missing route codes in the SAP S4 Order to Cash (O2C) business application. The user was advised to update the route code on the return and raise a ticket for Master Data Governance (MDG) to update the customer master data. However, the route codes for the Transportation Zone (Tzone) 1000020133 were not configured for shipping condition 02, leading to the failure.

","RECOMMENDATIONS:
1. Update the Route Code: The user should update the missing route code on the return order. 
2. Update Customer Master Data: After updating the route code, the user should raise a ticket for MDG to update the customer master data. This is crucial to ensure that the updated route code is reflected in the customer master data.
3. Configure New Route Code: If the shipping condition in the customer master is correct, a new route code needs to be configured for shipping condition 02. 
4. Contact Bevchain Team: If the order RT87723947 has not been received, the user should reach out to the Bevchain team to process this order.
5. Monitor Order Processing: The user should confirm when the orders are processed to ensure that the issue has been resolved.

Please note that these recommendations are based on the information provided in the ticket and the knowledge documents."
INC0043239,[ALR] [ALR4-ICP2] FileSystems/hanashared/Use%: 85  on  syapsaphanb02.lion.aws,3 - Moderate,AM - SAP Basis,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-17 10:23:41 EST,
            
            Value : ,
            ciHint : syapsaphanb02.lion.aws|syapsaphanb02.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",SAP Hana (Cloud),Server,Virtual Desktop (AWS),"Alert due to temp files from DB upgrade, upgrade is completed and temp files are removed from the disk and disk utilization is down","ISSUE:
The ticket INC0043239 pertains to an alert that was triggered from the ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 17th September 2023 at 10:23:41 EST. The issue was related to the server 'syapsaphanb02lionaws' in the PRD environment, which had a FileSystemshanasharedUse at 85%. The environment affected was PRD and the issue was initially of high priority (2), but was later downgraded to moderate (3). The assignment group handling this issue was AM SAP Basis. The business application affected was SAP Hana Cloud. The issue was due to temporary files from a database upgrade.

","RECOMMENDATIONS:
1. Verify the alert: Check the alert that was triggered in the ORIGIN OMi under the Linux category and AWS subcategory. 
2. Check the ciHint: Look into the ciHint syapsaphanb02lionawssyapsaphanb02lionaws in the PRD environment to understand the cause of the alert.
3. Monitor the SAP Hana Cloud: Since the business application affected is SAP Hana Cloud, monitor its performance and check for any abnormalities.
4. Consult the AM SAP Basis group: As the assignment group for this issue is AM SAP Basis, consult with them for any possible solutions or preventive measures.
5. Check the server: As the category of the issue is related to the server, ensure that the server is functioning properly.
6. Manage temporary files: The issue was due to temporary files from a database upgrade. Ensure that such files are properly managed and removed after use to prevent similar issues in the future.

Please note that these recommendations are generated based on the information provided in the ticket and my understanding of the issue."
INC0043231,FileSystems//Use%: 95  on  syaphybadm02.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-17 07:37:10 EST,
            
            Value : ,
            ciHint : syaphybadm02.lion.aws|syaphybadm02.lion.aws,
            Environment : PRD,
            Priority : 1 - Critical
        ",Direct Access,Application Other,Other,closing this ticket as sevre storage space is back to normal,"ISSUE:
The ticket with the number INC0043231 pertains to an alert that was triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 17th September 2023 at 07:37:10 EST due to high file system usage on the server syaphybadm02lionaws, reaching 95%. The environment affected was PRD and the alert was of critical priority. The ticket was assigned to the AM Hybris eComm group and fell under the category of Application Other. The business application affected was Direct Access. However, the issue was resolved as the server storage space returned to normal.

","RECOMMENDATIONS:
1. Review the alert details: Understand the specifics of the alert triggered from ORIGIN OMi, particularly focusing on the Linux SubCategory AWS.
2. Analyze the log files: The log files have been zipped and should be thoroughly examined to identify any anomalies or issues that could have led to the alert.
3. Consult with Shravya Teppala: As the recipient of the eventOps Escalation Matrix, Shravya Teppala may have additional insights or information regarding the alert.
4. Monitor the FileSystemsUse on syaphybadm02lionaws: Regular monitoring can help prevent future issues and ensure the smooth operation of the Direct Access application.
5. Close the ticket: Since the server storage space is back to normal, the ticket can be closed.

Please note that these recommendations are based on the information provided in the ticket and my understanding of standard troubleshooting procedures."
INC0043208,FileSystems//Use%: 86  on  syaphybadm01.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-16 17:16:51 EST,
            
            Value : ,
            ciHint : syaphybadm01.lion.aws|syaphybadm01.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",Direct Access,Application Other,Other,closing this ticket as sevre storage space is back to normal,"ISSUE:
The ticket with the number INC0043208 pertains to an alert triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 16th September 2023 at 17:16:51 EST. The issue was related to the file system use on 'syaphybadm01lionaws' which was at 86%. The environment affected was PRD and the alert was of high priority. The ticket was assigned to the AM Hybris eComm group and fell under the category of Application Other. The business application affected was Direct Access. The recipient for the eventOps Escalation Matrix was Shravya Teppala.

","RECOMMENDATIONS:
The resolution for this issue was to zip the log files, which brought the file system usage back to normal. The steps taken were:
1. Identify the log files contributing to high file system usage.
2. Zip the identified log files to reduce their space consumption.
3. Verify that the file system usage is now back to normal.
4. Close the ticket as the issue has been resolved.

Please note that these recommendations are based on the resolution notes provided in the ticket."
INC0043153,FileSystems//Use%: 96  on  syapsoladm01.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-15 19:12:09 EST,
            
            Value : ,
            ciHint : syapsoladm01.lion.aws|syapsoladm01.lion.aws,
            Environment : PRD,
            Priority : 1 - Critical
        ",SAP Hybris eCommerce,Server,Virtual Desktop (AWS),closing this ticket as sevre storage space is back to normal,"ISSUE:
The ticket with the number INC0043153 pertains to an alert triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 15/09/2023 at 19:12:09 EST. The issue was related to the FileSystemsUse on syapsoladm01lionaws, which reached 96%. The environment affected was PRD and the alert was of critical priority. The ticket was assigned to the AM Hybris eComm group and fell under the Server category and Virtual Desktop AWS subcategory. The business application affected was SAP Hybris eCommerce. The eventOps Escalation Matrix had a successful response status for the recipient OnCall3 IO Cloud Support.

","RECOMMENDATIONS:
1. Review the alert details: Understand the specifics of the alert triggered from ORIGIN OMi, particularly focusing on the Linux SubCategory AWS.
2. Analyze the log files: The log files have been zipped and should be thoroughly examined to identify any anomalies or issues that could have led to the alert.
3. Monitor the FileSystemsUse on syapsoladm01lionaws: Regular monitoring can help prevent future issues and ensure the smooth operation of the SAP Hybris eCommerce application.
4. Consult with OnCall3 IO Cloud Support: As the recipient of the eventOps Escalation Matrix, OnCall3 IO Cloud Support may have additional insights or information regarding the alert.

Please note that these recommendations are purely generated by myself based on the information provided in the ticket."
INC0043144,FileSystems//Use%: 86  on  syaphybadm01.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-15 17:16:54 EST,
            
            Value : ,
            ciHint : syaphybadm01.lion.aws|syaphybadm01.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",Direct Access,Application Other,Other,closing this ticket as sevre storage space is back to normal,"ISSUE:
The ticket with the number INC0043144 pertains to an alert triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 15th September 2023 at 17:16:54 EST due to high filesystem usage (86%) on the server syaphybadm01lionaws. The environment affected was PRD and the alert was of high priority. The ticket was assigned to the AM Hybris eComm group and fell under the category of Application Other. The business application affected was Direct Access. The recipient for the eventOps Escalation Matrix was Shravya Teppala, who had a response status of Success.

","RECOMMENDATIONS:
The resolution for this issue was to zip the log files, which brought the file system usage back to normal. The steps taken were likely as follows:

1. An alert was triggered due to high filesystem use.
2. The issue was identified to be with severe storage space on the server syaphybadm01lionaws.
3. The log files were zipped to reduce filesystem use.
4. The issue was resolved as the storage space was back to normal.
5. The ticket was then closed.

Please note that these recommendations are based on the resolution notes provided in the ticket and my understanding of standard procedures."
INC0043141,FileSystems//Use%: 86  on  syaphybadm01.lion.aws,4 - Low,AM - Hybris eComm,"
            Dear Team,
            An alert has been triggered from ORIGIN : OMi , Category : Linux, SubCategory : AWS is triggered at 2023-09-15 16:51:53 EST,
            
            Value : ,
            ciHint : syaphybadm01.lion.aws|syaphybadm01.lion.aws,
            Environment : PRD,
            Priority : 2 - High
        ",Direct Access,Application Other,Other,closing this ticket as sevre storage space is back to normal,"ISSUE:
The ticket with the number INC0043141 pertains to an alert that was triggered from ORIGIN OMi, under the category Linux and subcategory AWS. The alert was triggered on 15th September 2023 at 16:51:53 EST. The issue was related to the file system usage on the server syaphybadm01lionaws, which was reported to be at 86%. The environment affected was PRD and the priority was set to 2 - High. The business application affected was Direct Access and the assignment group was AM Hybris eComm. However, the severity of the storage space issue returned to normal, leading to the closure of the ticket.

","RECOMMENDATIONS:
1. Review the alert: The alert was triggered due to high file system usage on the server syaphybadm01lionaws. It's important to understand the specifics of the alert.
2. Zip the log files: The work notes indicate that the log files were zipped. This action could have contributed to the resolution of the issue by freeing up storage space.
3. Monitor the system: Continue to monitor the system to ensure that the file system usage remains within acceptable limits.
4. Close the ticket: Once the issue has been resolved and the system is functioning normally, the ticket can be closed. In this case, the ticket was closed as the severity of the storage space issue returned to normal.

Please note that these recommendations are based on the information provided in the ticket and my understanding of standard procedures."
